,question,course,document
1649,What causes the AttributeError: 'DataFrame' object has no attribute 'iteritems' in Spark video 5.3.1 - First Look at Spark/PySpark?,data-engineering-zoomcamp,59e86b40
1650,How can I fix the AttributeError caused by pandas version 2.0.0 when using Spark 3.3.2?,data-engineering-zoomcamp,59e86b40
1651,Is there an alternative solution if I do not want to downgrade my pandas version to fix the AttributeError in Spark 3.3.2?,data-engineering-zoomcamp,59e86b40
1652,From which Spark version is the problem with 'DataFrame' object having no attribute 'iteritems' solved?,data-engineering-zoomcamp,59e86b40
1653,Why do we get an AttributeError when running spark.createDataFrame(df1_pandas).show() as shown in Spark video 5.3.1?,data-engineering-zoomcamp,59e86b40
1654,What can I do if I get an AttributeError saying 'DataFrame' object has no attribute 'iteritems'?,data-engineering-zoomcamp,1ac3ea8f
1655,What version of pandas should I install to avoid the 'iteritems' AttributeError with DataFrame objects?,data-engineering-zoomcamp,1ac3ea8f
1656,Is pandas 2.0.1 compatible with Pyspark 3.5.1?,data-engineering-zoomcamp,1ac3ea8f
1657,How should I set my environment variables to use Pyspark 3.5.1 and pandas 2.0.1?,data-engineering-zoomcamp,1ac3ea8f
1658,What should I export for SPARK_HOME and PATH to resolve the 'iteritems' AttributeError in Pyspark?,data-engineering-zoomcamp,1ac3ea8f
1659,questions,data-engineering-zoomcamp,e04529ac
1660,What is a solution if the export PYTHONPATH command in Linux is temporary?,data-engineering-zoomcamp,a602a7f8
1661,How can I make the export command for PYTHONPATH permanent in Linux?,data-engineering-zoomcamp,a602a7f8
1662,Where do I add the export command to avoid typing it every session?,data-engineering-zoomcamp,a602a7f8
1663,What is an alternative to typing the export command each session in PySpark?,data-engineering-zoomcamp,a602a7f8
1664,How can I initialize a PySpark environment at the start of my notebook?,data-engineering-zoomcamp,a602a7f8
1665,What should I do if the compressed file ends before the end-of-stream marker is reached in Module 5: pyspark?,data-engineering-zoomcamp,9336ce2c
1666,How can I resolve an end-of-stream marker issue with a compressed file in psypark?,data-engineering-zoomcamp,9336ce2c
1667,What is the solution for a truncated compressed file in Module 5: pyspark?,data-engineering-zoomcamp,9336ce2c
1668,What step should be taken before creating head.csv if a compressed file issue occurs?,data-engineering-zoomcamp,9336ce2c
1669,How do I handle a compressed file that ends prematurely when working on Module 5: pyspark?,data-engineering-zoomcamp,9336ce2c
1670,Why is the output of zcat gibberish when following along with Video 5.3.3?,data-engineering-zoomcamp,bac4e0f7
1671,What should I do if the zcat command outputs gibberish while decompressing?,data-engineering-zoomcamp,bac4e0f7
1672,Why is zcat showing incorrect data when I download files from the course repo?,data-engineering-zoomcamp,bac4e0f7
1673,How can I decompress and view the schema of the csv.gz files correctly in Module 5?,data-engineering-zoomcamp,bac4e0f7
1674,What change is needed in the bash script to avoid double compression of the files?,data-engineering-zoomcamp,bac4e0f7
1675,What is causing the PicklingError: Could not serialise object: IndexError: tuple index out of range?,data-engineering-zoomcamp,13dad632
1676,What command can cause the PicklingError when running spark.createDataFrame?,data-engineering-zoomcamp,13dad632
1677,"Which Python versions are supported by Spark as of March 2, 2023?",data-engineering-zoomcamp,13dad632
1678,How do I create a new conda environment with Python 3.10?,data-engineering-zoomcamp,13dad632
1679,What command should I use to activate the new conda environment with Python 3.10?,data-engineering-zoomcamp,13dad632
1680,What should I do if Spark cannot find my Google credentials in Module 5?,data-engineering-zoomcamp,ddc3c75b
1681,Where should I place my GCP credentials to connect from local Spark?,data-engineering-zoomcamp,ddc3c75b
1682,What location in the VM should my GCP credentials be for Spark?,data-engineering-zoomcamp,ddc3c75b
1683,How can I ensure Spark connects to GCS using my Google credentials?,data-engineering-zoomcamp,ddc3c75b
1684,Why is Spark not finding my GCP credentials as shown in the video in Module 5?,data-engineering-zoomcamp,ddc3c75b
1685,How do I set up Spark using docker-compose in Module 5?,data-engineering-zoomcamp,095b667f
1686,Which repository do I need to clone for the Spark Docker setup?,data-engineering-zoomcamp,095b667f
1687,What changes should I make to the Dockerfile for updating Java and Spark versions?,data-engineering-zoomcamp,095b667f
1688,What command do I use to build the Spark Docker image?,data-engineering-zoomcamp,095b667f
1689,How can I access the Jupyter notebook after running docker-compose up?,data-engineering-zoomcamp,095b667f
1690,How do I install the necessary package to read GCS data in pandas?,data-engineering-zoomcamp,56a67c23
1691,What is the first step to read data from GCS in pandas?,data-engineering-zoomcamp,56a67c23
1692,What do I need to copy to read a file from GCS in pandas?,data-engineering-zoomcamp,56a67c23
1693,Which pandas function is used to read a GCS file?,data-engineering-zoomcamp,56a67c23
1694,How do I specify the file location in the pandas function?,data-engineering-zoomcamp,56a67c23
1695,What causes a TypeError when using the spark.createDataFrame function on a pandas DataFrame with mixed types?,data-engineering-zoomcamp,7fed7813
1696,How can I resolve the TypeError when spark.createDataFrame encounters a mix of letters and numbers in a column?,data-engineering-zoomcamp,7fed7813
1697,What is the recommended Spark option to use when reading a CSV to infer schema correctly?,data-engineering-zoomcamp,7fed7813
1698,Why can’t the Affiliated_base_number column be converted to DoubleType in PySpark?,data-engineering-zoomcamp,7fed7813
1699,What should be done to the pandas DataFrame before converting it to a PySpark DataFrame to handle null values in Affiliated_base_number?,data-engineering-zoomcamp,7fed7813
1700,What is the default executor memory in PySpark?,data-engineering-zoomcamp,a0e7e259
1701,When might you encounter the MemoryManager error in PySpark?,data-engineering-zoomcamp,a0e7e259
1702,What needs to be done to avoid the MemoryManager exceeding 95% of heap memory error?,data-engineering-zoomcamp,a0e7e259
1703,How do you make the increased memory configuration for the executor effective in PySpark?,data-engineering-zoomcamp,a0e7e259
1704,Why should you restart the Jupyter session after changing the memory configuration for the executor in PySpark?,data-engineering-zoomcamp,a0e7e259
1705,How to change the working directory to the Spark directory on Windows OS?,data-engineering-zoomcamp,4ca14331
1706,How to start Spark Master on a standalone cluster in Windows?,data-engineering-zoomcamp,4ca14331
1707,How to create a local Spark cluster on Windows OS?,data-engineering-zoomcamp,4ca14331
1708,How to start a cluster worker on a standalone Spark cluster on Windows?,data-engineering-zoomcamp,4ca14331
1709,How to run Spark standalone cluster without setting up SPARK_HOME variable?,data-engineering-zoomcamp,4ca14331
1710,What should I do if environment variables set in ~/.bashrc are not loaded to Jupyter in VS Code?,data-engineering-zoomcamp,6fdd09eb
1711,Why does import pyspark work in iPython terminal but not in .ipynb opened in VS Code?,data-engineering-zoomcamp,6fdd09eb
1712,How can I activate new lines added to ~/.bashrc for them to work in Jupyter?,data-engineering-zoomcamp,6fdd09eb
1713,What is an alternative to configuring paths in ~/.bashrc for PySpark in VS Code?,data-engineering-zoomcamp,6fdd09eb
1714,What are the commands to restart the shell after updating ~/.bashrc?,data-engineering-zoomcamp,6fdd09eb
1715,How do I set up port forwarding if I'm not using Visual Studio?,data-engineering-zoomcamp,64bfb2c3
1716,What's the ssh command to forward ports in GCP VM?,data-engineering-zoomcamp,64bfb2c3
1717,Can you give an example of the ssh port forwarding command?,data-engineering-zoomcamp,64bfb2c3
1718,Which port should I use for local forwarding outside VS Code?,data-engineering-zoomcamp,64bfb2c3
1719,What details do I need to replace in the ssh port forwarding command?,data-engineering-zoomcamp,64bfb2c3
1720,Why does wc -l give a different result on the gzip file?,data-engineering-zoomcamp,33dd4516
1721,What should I do to get the correct line count with wc -l for fhvhv_tripdata_2021-01.csv.gz?,data-engineering-zoomcamp,33dd4516
1722,How can I accurately count the lines in fhvhv_tripdata_2021-01.csv.gz?,data-engineering-zoomcamp,33dd4516
1723,What steps should be taken if wc -l shows unexpected results for a compressed file?,data-engineering-zoomcamp,33dd4516
1724,Why is my wc -l count off when the file is compressed?,data-engineering-zoomcamp,33dd4516
1725,What should I do if I get a loopback address resolve error when using spark-submit?,data-engineering-zoomcamp,504b8570
1726,How do I change the --master option to fix spark-submit errors?,data-engineering-zoomcamp,504b8570
1727,What changes are needed for the --master option in spark-submit for version 3.4.2?,data-engineering-zoomcamp,504b8570
1728,"What does the error 'Unrecognized option: --master=' in Spark 3.4.2 mean, and how can I fix it?",data-engineering-zoomcamp,504b8570
1729,"When encountering the exception 'Master must either be yarn or start with spark, mesos, k8s, or local', what should be modified in the spark-submit command?",data-engineering-zoomcamp,504b8570
1730,What should I do if I encounter a java.lang.UnsatisfiedLinkError related to org.apache.hadoop.io.nativeio.NativeIO$Windows.access0 when writing to parquet in pyspark?,data-engineering-zoomcamp,42e933c5
1731,How can I fix an issue with path variables when seeing an UnsatisfiedLinkError in Hadoop on Windows?,data-engineering-zoomcamp,42e933c5
1732,What is the solution for a java.lang.UnsatisfiedLinkError in Hadoop on a Windows machine?,data-engineering-zoomcamp,42e933c5
1733,How do I set the HADOOP_HOME variable to resolve a Hadoop UnsatisfiedLinkError on Windows?,data-engineering-zoomcamp,42e933c5
1734,Where can I find additional tips for solving the Hadoop UnsatisfiedLinkError regarding NativeIO on Windows?,data-engineering-zoomcamp,42e933c5
1735,What should I do if I encounter Java.io.IOException when trying to run winutils.exe on my Windows?,data-engineering-zoomcamp,fe9240b0
1736,What is the recommended version of Hadoop to fix the CreateProcess error=216 in Windows?,data-engineering-zoomcamp,fe9240b0
1737,Which repository should I use to replace files in the local Hadoop bin folder to fix compatibility issues?,data-engineering-zoomcamp,fe9240b0
1738,"If changing the Hadoop version to 3.0.1 does not solve the issue, what should I try next?",data-engineering-zoomcamp,fe9240b0
1739,Where can I find more information about the error related to the version compatibility of winutils.exe and Windows?,data-engineering-zoomcamp,fe9240b0
1740,How can I fix the error about the required property [project] when submitting a pyspark job in Dataproc?,data-engineering-zoomcamp,c0a46e5d
1741,What flag can I use to set the project ID for a Dataproc pyspark job?,data-engineering-zoomcamp,c0a46e5d
